aX,aY,aZ,gX,gY,gZ
0.799,0.354,-0.097,-3.113,-8.789,14.709
0.814,0.338,-0.094,-0.610,-6.653,13.306
0.819,0.347,-0.070,0.854,-5.005,12.329
0.844,0.375,-0.042,1.221,-2.136,11.292
0.832,0.421,-0.015,-1.038,-0.610,9.705
0.836,0.417,-0.043,-1.160,-0.305,7.019
0.849,0.423,-0.046,-0.488,-1.221,3.967
0.844,0.416,-0.043,-0.671,-1.953,3.601
0.854,0.419,-0.046,-1.282,-3.113,3.357
0.867,0.419,-0.034,-2.136,-4.028,2.319
0.895,0.423,-0.028,-2.258,-5.005,-0.488
0.906,0.457,-0.031,-4.150,-6.104,-4.028
0.903,0.483,-0.048,-5.127,-7.019,-6.592
0.897,0.528,-0.063,-2.625,-7.751,-7.202
0.878,0.552,-0.084,1.160,-7.629,-6.287

0.521,-0.156,0.803,4.395,-0.854,-1.160
0.527,-0.155,0.799,4.211,-1.221,-1.770
0.539,-0.143,0.807,4.822,-1.099,-2.808
0.558,-0.141,0.821,6.714,-0.549,-4.761
0.567,-0.140,0.821,5.859,-0.977,-4.944
0.557,-0.117,0.816,5.981,-1.770,-2.502
0.549,-0.104,0.804,6.287,-1.831,0.732
0.534,-0.109,0.800,4.211,-2.319,3.601
0.527,-0.114,0.786,1.831,-2.258,5.798
0.504,-0.106,0.778,-1.404,-0.732,8.179
0.479,-0.116,0.775,-2.197,1.831,10.620
0.460,-0.147,0.763,0.671,4.456,11.353
0.444,-0.159,0.787,8.911,7.019,11.780
0.500,-0.155,0.764,22.766,10.986,12.024
0.427,-0.206,0.905,27.771,14.832,13.367
0.447,-0.223,0.966,24.475,19.287,14.587
0.445,-0.297,1.032,23.865,20.081,14.709
0.408,-0.491,1.162,25.696,23.254,16.602
0.336,-0.699,1.329,24.597,35.156,28.259
0.247,-0.891,1.541,20.142,51.819,47.424
0.063,-1.039,1.769,10.437,68.665,61.829
0.023,-1.221,1.903,-3.113,83.191,70.923
-0.037,-1.330,2.001,-27.649,92.224,76.050
-0.183,-1.381,2.089,-49.438,99.670,79.529
-0.347,-1.452,2.197,-61.279,112.732,84.229
-0.333,-1.482,2.169,-79.712,127.625,89.966
-0.245,-1.397,1.976,-104.797,134.460,89.355
-0.383,-1.308,1.803,-112.915,137.390,80.688
-0.417,-1.108,1.600,-121.094,158.936,80.322
-0.399,-0.699,1.356,-142.517,196.899,92.529
-0.320,-0.299,1.279,-155.273,235.718,106.445
-0.335,-0.031,1.202,-159.790,254.639,128.601
-0.313,-0.117,0.863,-170.532,271.179,186.646
-0.411,-0.397,0.467,-223.328,289.124,288.574
-0.454,-0.428,0.051,-286.194,316.833,376.892
-0.421,-0.519,-0.296,-296.509,326.660,363.220
-0.188,-0.944,-0.751,-273.010,307.556,273.987
0.281,-1.148,-1.200,-267.639,278.015,201.477
0.514,-0.989,-2.023,-294.983,248.291,159.729
0.653,-0.617,-3.359,-342.651,211.365,129.944
0.953,-0.029,-4.000,-366.699,169.678,100.769
1.246,0.878,-4.000,-363.342,155.640,55.359
1.652,1.897,-3.978,-323.425,170.898,-36.682
1.832,2.540,-3.097,-252.747,205.200,-142.090
1.830,3.106,-1.986,-210.449,212.158,-182.983
1.962,3.749,-0.871,-152.039,176.697,-195.679
2.254,4.000,-0.014,-70.984,147.095,-203.979
2.018,4.000,0.815,5.310,122.925,-238.525
1.170,3.920,0.498,79.041,62.073,-152.344
0.297,1.387,-0.409,127.808,-6.775,-18.616
-0.394,-1.336,-1.150,97.595,-67.688,154.602
-0.780,-2.746,-1.070,-31.616,-32.227,327.942
-0.469,-2.786,-0.231,-89.050,12.573,327.881
0.168,-1.882,0.327,-54.504,-1.343,189.148
0.640,-0.704,0.235,3.906,-34.119,18.921
0.932,0.223,0.063,35.950,-26.306,-107.178
1.132,1.047,-0.080,59.143,-8.972,-108.521
1.266,1.096,-0.119,75.256,6.042,-123.535
1.144,1.074,-0.101,52.673,11.841,-99.060
0.864,0.818,-0.178,18.005,-2.441,-40.833
0.679,0.676,-0.447,3.662,1.709,13.733
0.513,0.196,-0.429,0.244,20.813,-11.597
0.457,-0.121,-0.349,-5.859,30.151,3.357
0.520,-0.151,-0.349,-29.541,21.301,44.067
0.613,-0.019,-0.330,-26.978,-0.793,44.678
0.765,0.182,-0.298,-14.771,-8.606,27.649
0.748,0.592,-0.165,-8.423,-9.827,28.381
0.906,0.584,-0.267,15.686,17.395,31.311
0.908,0.844,-0.237,28.564,21.667,26.306
0.945,0.824,-0.249,22.278,15.076,0.061
0.895,0.739,-0.229,23.682,10.925,-20.325
0.863,0.629,-0.236,13.672,9.460,-16.296
0.923,0.499,-0.252,15.015,18.433,-7.874
1.059,0.429,-0.241,15.381,14.221,-6.592
0.970,0.328,-0.099,20.264,1.587,-22.095
0.976,0.438,-0.152,27.222,-4.578,-2.991
0.990,0.569,-0.212,12.878,-6.897,12.939
0.977,0.598,-0.188,4.700,-4.272,2.014
0.966,0.534,-0.224,-0.916,2.075,-10.315
0.929,0.548,-0.229,-8.484,1.648,-5.432
0.903,0.548,-0.213,-14.343,-1.404,9.521
0.924,0.547,-0.198,-17.456,-2.197,15.747
0.952,0.592,-0.177,-18.494,1.343,17.090
0.965,0.616,-0.167,-16.296,0.977,16.907
0.970,0.628,-0.185,-14.709,-1.526,16.785
0.911,0.626,-0.202,-16.968,-2.991,16.418
0.861,0.595,-0.219,-16.907,-3.113,9.644
0.848,0.587,-0.183,-10.498,-1.587,3.113
0.835,0.564,-0.183,-4.761,-1.953,0.366
0.839,0.535,-0.206,-2.991,-3.967,0.977
0.800,0.480,-0.194,-2.197,-5.981,3.662
0.794,0.398,-0.224,-3.967,-6.042,6.531
0.774,0.375,-0.231,-6.409,-4.089,11.047
0.749,0.369,-0.264,-7.263,-2.502,13.489
0.740,0.380,-0.250,-7.446,-0.244,11.230
0.772,0.404,-0.240,-6.958,2.747,5.981
0.797,0.462,-0.223,-9.644,4.822,1.160
0.808,0.503,-0.222,-10.498,6.592,-2.625
0.825,0.534,-0.235,-7.812,7.141,-5.493
0.822,0.565,-0.223,-2.930,5.798,-7.629
0.825,0.577,-0.210,1.404,2.869,-8.423
0.831,0.547,-0.206,5.310,-1.160,-7.019
0.824,0.496,-0.205,5.920,-4.089,-2.747
0.830,0.471,-0.200,5.310,-6.104,1.709
0.842,0.453,-0.187,9.277,-8.606,2.075
0.866,0.468,-0.165,12.085,-10.132,-0.427
0.884,0.519,-0.142,14.160,-10.132,-3.723
0.891,0.571,-0.148,16.174,-10.925,-8.728
0.900,0.605,-0.159,17.273,-13.000,-12.573
0.909,0.633,-0.178,17.517,-14.709,-14.038
0.901,0.646,-0.180,15.930,-16.541,-13.916
0.882,0.635,-0.187,14.160,-17.456,-13.306
0.878,0.595,-0.197,12.695,-17.151,-11.353
0.843,0.524,-0.233,8.850,-16.296,-6.714
0.801,0.464,-0.280,6.531,-16.418,-2.869
0.770,0.398,-0.269,4.517,-16.479,-2.136
0.750,0.380,-0.242,4.272,-14.343,-4.211
0.752,0.395,-0.229,7.263,-12.817,-8.179
0.782,0.428,-0.211,11.475,-12.451,-13.550

