aX,aY,aZ,gX,gY,gZ
0.519,-0.095,-0.880,4.333,3.174,8.301
0.534,-0.096,-0.900,6.470,0.854,5.737
0.544,-0.112,-0.933,6.836,-1.465,2.136
0.560,-0.145,-0.933,4.700,-3.784,-0.977
0.551,-0.157,-0.885,1.709,-6.042,-2.319
0.555,-0.168,-0.837,0.244,-6.836,-2.319
0.563,-0.179,-0.804,-0.488,-5.310,-2.136
0.563,-0.182,-0.803,-0.305,-3.357,-1.648
0.568,-0.182,-0.818,-0.549,-1.282,-0.854
0.556,-0.176,-0.824,-0.671,0.488,-0.488
0.528,-0.158,-0.835,0.061,1.465,-1.038
0.514,-0.166,-0.862,1.892,1.953,-2.380
0.500,-0.187,-0.883,2.991,1.709,-3.662
0.489,-0.196,-0.891,3.479,0.061,-4.761
0.475,-0.192,-0.894,3.052,-1.282,-4.578
0.469,-0.192,-0.902,2.197,-1.892,-3.052
0.485,-0.193,-0.908,0.366,-2.197,-1.038
0.525,-0.197,-0.901,-2.380,-1.892,1.648
0.551,-0.169,-0.857,-6.592,-1.282,4.395

0.007,0.510,1.845,151.978,21.851,12.390
-0.021,0.519,1.855,169.006,31.250,11.475
-0.046,0.522,1.825,192.444,46.265,9.155
-0.078,0.519,1.765,219.482,64.941,8.301
-0.116,0.469,1.685,248.352,79.773,7.385
-0.142,0.387,1.551,276.917,89.966,7.141
-0.150,0.328,1.383,296.509,96.191,7.202
-0.165,0.280,1.298,299.866,99.365,7.568
-0.177,0.258,1.316,294.373,100.525,8.789
-0.182,0.317,1.398,288.025,99.060,16.052
-0.192,0.343,1.466,293.213,94.543,27.893
-0.195,0.315,1.434,312.378,88.379,39.856
-0.206,0.313,1.300,335.632,87.402,51.147
-0.210,0.338,1.108,350.708,93.018,59.265
-0.212,0.311,0.991,350.281,100.464,60.425
-0.257,0.238,0.970,335.388,110.962,53.406
-0.312,0.133,0.942,322.632,129.395,46.936
-0.355,0.082,0.886,314.758,151.978,48.950
-0.361,0.042,0.780,312.805,172.913,60.181
-0.291,0.059,0.668,312.439,189.453,76.965
-0.187,0.129,0.619,308.594,196.594,95.947
-0.070,0.184,0.627,306.030,188.110,111.755
0.014,0.223,0.637,305.054,171.326,123.230
0.080,0.249,0.657,308.044,158.142,130.493
0.117,0.332,0.669,313.782,156.799,132.874
0.150,0.324,0.699,322.388,164.246,130.371
0.184,0.317,0.643,338.867,181.152,126.099
0.162,0.331,0.460,360.107,211.487,126.587
0.131,0.337,0.208,372.131,252.014,130.310
0.109,0.312,-0.023,364.136,296.692,132.080
0.082,0.271,-0.191,338.318,338.684,129.272
0.069,0.262,-0.282,305.969,372.009,123.047
0.046,0.270,-0.398,284.973,390.442,116.333
0.035,0.257,-0.582,282.471,389.465,107.971
0.009,0.222,-0.823,291.199,368.835,96.191
-0.106,0.172,-1.090,304.504,334.167,83.618
-0.309,0.166,-1.386,315.063,296.204,76.843
-0.585,0.186,-1.761,314.026,271.057,76.538
-0.992,0.288,-2.154,296.997,267.151,81.787
-1.466,0.496,-2.556,267.822,287.537,98.694
-1.792,0.665,-2.999,238.037,317.688,123.657
-1.772,0.778,-3.337,209.778,328.308,145.752
-1.249,0.744,-3.639,176.880,279.968,156.311
-0.389,0.413,-3.649,144.653,161.987,150.146
0.379,0.074,-3.180,107.727,29.114,129.333
1.053,-0.142,-2.408,58.044,-64.941,97.839
1.310,-0.202,-1.381,-19.653,-108.765,57.617
1.300,-0.048,-0.179,-90.027,-113.098,18.677
1.235,-0.061,0.802,-97.595,-86.365,-10.681
1.202,-0.230,1.247,-42.908,-45.471,-30.579
1.168,-0.484,1.038,42.725,1.038,-40.771
0.979,-0.687,0.381,119.385,44.373,-43.701
0.727,-0.696,-0.254,157.227,69.702,-39.795
0.417,-0.543,-0.824,170.105,80.017,-25.574
0.110,-0.333,-1.337,166.931,83.252,-8.850
-0.061,-0.130,-1.783,141.846,81.238,5.005
-0.065,-0.048,-2.071,101.624,67.932,16.357
0.031,-0.004,-2.084,52.795,43.518,24.353
0.181,0.017,-1.811,4.639,16.846,27.039
0.313,0.040,-1.322,-30.151,-3.845,23.010
0.477,-0.024,-0.837,-42.664,-12.634,16.724
0.621,-0.090,-0.500,-36.621,-14.893,12.817
0.759,-0.208,-0.346,-18.982,-9.399,11.658
0.821,-0.298,-0.326,-1.038,-0.977,8.606
0.771,-0.354,-0.406,18.738,7.812,3.906
0.668,-0.361,-0.585,40.039,11.658,-0.977
0.539,-0.362,-0.793,53.833,12.268,-3.845
0.409,-0.339,-0.964,56.152,13.733,-4.517
0.291,-0.284,-1.077,50.476,14.526,-0.610
0.211,-0.202,-1.123,41.870,13.977,8.545
0.226,-0.159,-1.145,34.729,13.000,16.724
0.282,-0.112,-1.167,27.405,10.742,20.752
0.370,-0.129,-1.166,20.813,5.249,17.273
0.409,-0.153,-1.115,13.855,-2.930,8.972
0.426,-0.189,-1.004,8.118,-9.583,2.808
0.446,-0.212,-0.872,3.784,-11.597,1.404
0.451,-0.217,-0.774,1.099,-8.850,4.333
0.458,-0.219,-0.771,3.174,-4.456,8.423
0.499,-0.245,-0.837,7.202,-0.854,11.108
0.521,-0.231,-0.887,7.385,2.563,10.925
0.559,-0.199,-0.896,4.333,3.418,8.423
0.578,-0.148,-0.881,2.869,2.441,4.517
0.593,-0.120,-0.873,3.845,1.526,-1.099
0.569,-0.087,-0.871,5.127,1.221,-6.775
0.534,-0.071,-0.886,7.874,1.099,-11.902
0.469,-0.062,-0.882,10.620,0.061,-15.198
0.399,-0.083,-0.893,14.343,-1.648,-15.198
0.362,-0.134,-0.914,17.395,-1.160,-12.695
0.334,-0.181,-0.939,16.724,1.160,-7.751
0.334,-0.229,-0.967,14.099,3.052,-1.953
0.366,-0.268,-0.982,10.376,3.662,4.517
0.407,-0.280,-0.954,5.127,4.028,10.498
0.435,-0.260,-0.904,1.099,4.028,14.709
0.458,-0.228,-0.864,0.549,2.991,16.357
0.482,-0.190,-0.839,1.831,2.747,15.564
0.495,-0.161,-0.838,4.639,3.174,12.695
0.513,-0.146,-0.855,8.423,2.991,9.888
0.537,-0.139,-0.858,10.620,2.197,7.385
0.533,-0.111,-0.857,10.559,2.930,5.249
0.519,-0.092,-0.881,11.658,3.601,2.808
0.485,-0.067,-0.934,13.489,3.357,0.549
0.446,-0.072,-0.983,14.160,2.747,-1.892
0.417,-0.093,-1.007,13.245,1.282,-3.845
0.408,-0.141,-1.018,10.681,-0.671,-5.188
0.399,-0.167,-1.005,5.676,-1.648,-5.066
0.386,-0.184,-0.969,0.488,-2.441,-3.967
0.383,-0.191,-0.938,-2.258,-3.174,-2.197
0.396,-0.203,-0.930,-3.357,-3.174,-0.183
0.427,-0.200,-0.919,-5.005,-2.808,2.563
0.458,-0.185,-0.884,-6.348,-2.808,5.005
0.470,-0.161,-0.854,-6.409,-3.052,6.653
0.483,-0.135,-0.856,-4.578,-2.258,7.690
0.496,-0.118,-0.882,-2.258,-0.916,6.470
0.489,-0.107,-0.902,0.854,-1.404,2.380
0.463,-0.116,-0.919,4.761,-3.845,-3.052
0.424,-0.140,-0.941,8.057,-5.920,-8.240
0.383,-0.158,-0.974,8.118,-6.775,-11.414
0.371,-0.176,-0.998,6.042,-6.714,-10.864
0.368,-0.166,-0.957,1.160,-5.920,-7.629

